"ncbi_name","phylotree_tip_label","img_id","ncbi_acc","families","uvrA","mutT","mutY","mutL","mutS","mutH","dnaQ","ung","mutM","uvrD","nfi","Ts/Tv bias"," AT --> GC bias"
"Paenibacillus terrae HPL-003","t2511231079",2511231079,"GCA_000235585.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Paenibacillus sp. JDR-2","t644736396",644736396,"GCA_000023585.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Thermobacillus composti KWC4","t2508501069",2508501069,"GCA_000227705.3","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Paenibacillus mucilaginosus KNP414","t650716070",650716070,"GCA_000218915.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Paenibacillus mucilaginosus 3016","t2512564039",2512564039,"GCA_000250655.1","Firmicutes_Bacilli",1,1,1,1,0,0,1,1,1,1,0,0.269687491925533,0.109248145360743
"Brevibacillus brevis NBRC 100599","t643692011",643692011,"GCA_000010165.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,1,0.129740469203908,0.0435977554704535
"Kyrpidia tusciae DSM 2912","t646564511",646564511,"GCA_000092905.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446","t644736325",644736325,"GCA_000024285.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1","t2511231141",2511231141,"GCA_000219875.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Bacillus sp. 1NLA3E","t2506520047",2506520047,"GCA_000242895.3","Firmicutes_Bacilli",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Anoxybacillus flavithermus WK1","t643348508",643348508,"GCA_000019045.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Geobacillus thermoglucosidasius C56-YS93","t650716039",650716039,"GCA_000178395.2","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Geobacillus sp. WCH70","t644736370",644736370,"GCA_000023385.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Geobacillus sp. C56-T3","t646564535",646564535,"GCA_000092445.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Geobacillus thermoleovorans CCB_US3_UF5","t2511231121",2511231121,"GCA_000236605.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Geobacillus thermodenitrificans NG80-2","t640069312",640069312,"GCA_000015745.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Bacillus amyloliquefaciens XH7","t2511231180",2511231180,"GCA_000221645.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Bacillus velezensis CAU B946","t2511231119",2511231119,"GCA_000283695.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,1,0.129740469203908,0.0435977554704535
"Bacillus amyloliquefaciens DSM 7","t649633008",649633008,"GCA_000196735.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Bacillus atrophaeus 1942","t649633009",649633009,"GCA_000165925.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Bacillus subtilis BSn5","t649633011",649633011,"GCA_000186745.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,1,0.129740469203908,0.0435977554704535
"Bacillus subtilis subsp. subtilis str. RO-NN-1","t2511231173",2511231173,"GCA_000227485.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,1,0.129740469203908,0.0435977554704535
"Bacillus subtilis subsp. spizizenii TU-B-10","t2511231064",2511231064,"GCA_000227465.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,1,0.129740469203908,0.0435977554704535
"Bacillus pumilus SAFR-032","t640753007",640753007,"GCA_000017885.4","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Bacillus licheniformis DSM 13 = ATCC 14580","t639279304",639279304,"GCA_000008425.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Bacillus cytotoxicus NVH 391-98","t640753006",640753006,"GCA_000017425.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Bacillus cereus G9842","t643348513",643348513,"GCA_000021305.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Bacillus thuringiensis serovar chinensis CT-43","t651053003",651053003,"GCA_000193355.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Bacillus cereus ATCC 10987","t637000016",637000016,"GCA_000008005.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Bacillus anthracis str. Ames","t637000014",637000014,"GCA_000007845.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"[Bacillus thuringiensis] serovar konkukian str. 97-27","t637000023",637000023,"GCA_000008505.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,1,0.129740469203908,0.0435977554704535
"Bacillus cereus NC7401","t2511231081",2511231081,"GCA_000283675.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Bacillus weihenstephanensis KBAB4","t641228477",641228477,"GCA_000018825.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Bacillus megaterium WSH-002","t2511231161",2511231161,"GCA_000225265.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,1,0.129740469203908,0.0435977554704535
"Bacillus megaterium DSM 319","t646564507",646564507,"GCA_000025805.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,1,0.129740469203908,0.0435977554704535
"Bacillus coagulans 2-6","t650716010",650716010,"GCA_000217835.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Macrococcus caseolyticus JCSC5402","t643348562",643348562,"GCA_000010585.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Staphylococcus pseudintermedius ED99","t650377974",650377974,"GCA_000189495.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Staphylococcus carnosus subsp. carnosus TM300","t643692037",643692037,"GCA_000009405.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305","t637000284",637000284,"GCA_000010125.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Staphylococcus haemolyticus JCSC1435","t642555160",642555160,"GCA_000009865.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Staphylococcus lugdunensis HKU09-01","t646564572",646564572,"GCA_000025085.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Staphylococcus epidermidis RP62A","t637000282",637000282,"GCA_000011925.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Staphylococcus aureus subsp. aureus str. Newman","t640753054",640753054,"GCA_000010465.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Staphylococcus aureus subsp. aureus VC40","t2511231175",2511231175,"GCA_000245495.1","Firmicutes_Bacilli",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Erysipelothrix rhusiopathiae","t650716036",650716036,"GCA_001602155.1","Firmicutes",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Acholeplasma laidlawii PG-8A","t641522601",641522601,"GCA_000018785.1","Tenericutes",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Candidatus Phytoplasma mali","t642555118",642555118,"GCA_000026205.1","Tenericutes",0,1,0,0,0,0,1,1,1,1,0,0.27089982515118,0.0544332644373171
"Candidatus Phytoplasma australiense","t642555117",642555117,"GCA_000069925.1","Tenericutes",1,1,0,0,0,0,1,1,1,1,0,0.274753708145716,0.0546311661877057
"Onion yellows phytoplasma OY-M","t637000202",637000202,"GCA_000009845.1","Tenericutes",1,1,0,0,0,0,1,1,1,1,0,0.274753708145716,0.0546311661877057
"Aster yellows witches'-broom phytoplasma AYWB","t637000011",637000011,"GCA_000012225.1","Tenericutes",1,1,0,0,0,0,1,1,1,1,0,0.274753708145716,0.0546311661877057
"Mesoplasma florum L1","t637000158",637000158,"GCA_000008305.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma mycoides subsp. mycoides SC str. Gladysdale","t648231714",648231714,"GCA_000143865.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma leachii PG50","t649633074",649633074,"GCA_000183365.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma putrefaciens KS1","t2511231058",2511231058,"GCA_000224105.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma haemofelis str. Langford 1","t649633073",649633073,"GCA_000200735.1","Tenericutes",0,0,0,0,0,0,1,0,0,1,0,0.0645645419811569,0.227217713534616
"Mycoplasma haemocanis str. Illinois","t2511231066",2511231066,"GCA_000238995.1","Tenericutes",0,0,0,0,0,0,1,0,0,1,0,0.0645645419811569,0.227217713534616
"Mycoplasma suis str. Illinois","t650716064",650716064,"GCA_000179035.2","Tenericutes",0,0,0,0,0,0,1,0,0,0,0,0.178601182562128,0.262805387338171
"Mycoplasma suis KI3806","t2511231073",2511231073,"GCA_000203215.1","Tenericutes",0,0,0,0,0,0,1,0,0,0,0,0.178601182562128,0.262805387338171
"Mycoplasma gallisepticum str. F","t646862333",646862333,"GCA_000025385.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma pneumoniae 309","t2511231209",2511231209,"GCA_000283755.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma pneumoniae FH","t648231715",648231715,"GCA_000143945.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma genitalium G37","t638341133",638341133,"GCA_000027325.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Ureaplasma urealyticum serovar 10 str. ATCC 33699","t643348586",643348586,"GCA_000021265.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Ureaplasma parvum serovar 3 str. ATCC 700970","t637000332",637000332,"GCA_000006625.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma penetrans HF-2","t637000182",637000182,"GCA_000011225.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma arthritidis 158L3-1","t642555141",642555141,"GCA_000020065.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma hominis ATCC 23114","t646311946",646311946,"GCA_000085865.1","Tenericutes",1,1,0,0,0,0,1,1,1,1,0,0.274753708145716,0.0546311661877057
"Mycoplasma mobile 163K","t637000180",637000180,"GCA_000008365.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma fermentans JER","t648028044",648028044,"GCA_000148625.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma agalactiae PG2","t646564553",646564553,"GCA_000063605.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma bovis Hubei-1","t650716062",650716062,"GCA_000219375.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma synoviae 53","t637000185",637000185,"GCA_000008245.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma crocodyli MP145","t646564554",646564554,"GCA_000025845.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma hyorhinis HUB-1","t648028045",648028045,"GCA_000145705.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma hyorhinis MCLD","t2512047042",2512047042,"GCA_000211295.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Mycoplasma hyopneumoniae J","t637000179",637000179,"GCA_000008205.1","Tenericutes",1,0,0,0,0,0,1,1,1,1,0,0.0293927986606238,0.304484203966245
"Ruminococcus albus 7 = DSM 20455","t649633094",649633094,"GCA_000179635.2","Firmicutes",1,1,1,1,1,0,1,1,0,1,1,0.111435982426205,0.0206351925510374
"Ethanoligenens harbinense YUAN-3","t649633043",649633043,"GCA_000178115.2","Firmicutes",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Clostridium lentocellum DSM 5427","t650716026",650716026,"GCA_000178835.2","Firmicutes",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"[Eubacterium] eligens ATCC 27750","t644736366",644736366,"GCA_000146185.1","Firmicutes",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Butyrivibrio proteoclasticus B316","t648028012",648028012,"GCA_000145035.1","Firmicutes",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Clostridium sp. SY8519","t650716027",650716027,"GCA_000270305.1","Firmicutes",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Roseburia hominis A2-183","t2511231128",2511231128,"GCA_000225345.1","Firmicutes",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"[Eubacterium rectale] ATCC 33656","t644736367",644736367,"GCA_000020605.1","Firmicutes",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"[Clostridium] saccharolyticum WM1","t648028018",648028018,"GCA_000144625.1","Firmicutes",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Lachnoclostridium phytofermentans ISDg","t641228486",641228486,"GCA_000018685.1","Firmicutes",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Acetobacterium woodii DSM 1030","t2512047040",2512047040,"GCA_000247605.1","Firmicutes",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Eubacterium limosum KIST612","t649633044",649633044,"GCA_000152245.2","Firmicutes",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Mageeibacillus indolicus UPII9-5","t646564521",646564521,"GCA_000025225.2","Firmicutes",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Clostridium sp. BNL1100","t2509276051",2509276051,"GCA_000244875.1","Firmicutes",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"[Clostridium] cellulolyticum H10","t643348528",643348528,"GCA_000022065.1","Firmicutes",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Ruminiclostridium thermocellum DSM 1313","t650377924",650377924,"GCA_000184925.1","Firmicutes",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"[Clostridium] clariflavum DSM 19732","t2507262051",2507262051,"GCA_000237085.1","Firmicutes",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Caldicellulosiruptor saccharolyticus DSM 8903","t640427106",640427106,"GCA_000016545.1","Firmicutes",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Caldicellulosiruptor hydrothermalis 108","t649633022",649633022,"GCA_000166355.1","Firmicutes",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Caldicellulosiruptor kronotskyensis 2002","t649633024",649633024,"GCA_000166775.1","Firmicutes",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Caldicellulosiruptor kristjanssonii I77R1B","t649633023",649633023,"GCA_000166695.1","Firmicutes",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Caldicellulosiruptor owensensis OL","t649633025",649633025,"GCA_000166335.1","Firmicutes",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Caldicellulosiruptor obsidiansis OB47","t648028013",648028013,"GCA_000145215.1","Firmicutes",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Tepidanaerobacter acetatoxydans Re1","t650716094",650716094,"GCA_000213235.1","Firmicutes",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Thermosediminibacter oceani DSM 16646","t648028061",648028061,"GCA_000144645.1","Firmicutes",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Halanaerobium hydrogeniformans","t649633052",649633052,"GCA_000166415.1","Firmicutes",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Halanaerobium praevalens DSM 2228","t650377948",650377948,"GCA_000165465.1","Firmicutes",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Halothermothrix orenii H 168","t643348557",643348557,"GCA_000020485.1","Firmicutes",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Acetohalobium arabaticum DSM 5501","t648028002",648028002,"GCA_000144695.1","Firmicutes",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Natranaerobius thermophilus JW/NM-WN-LF","t642555142",642555142,"GCA_000020005.1","Firmicutes",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Sulfobacillus acidophilus TPY","t2510917010",2510917010,"GCA_000219855.1","Firmicutes",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Thermaerobacter marianensis DSM 12885","t649633101",649633101,"GCA_000184705.1","Firmicutes",1,1,1,1,1,0,0,0,1,1,0,0.248877932566838,0.0121532874299919
"Symbiobacterium thermophilum IAM 14863","t637000306",637000306,"GCA_000009905.1","Firmicutes",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Marinithermus hydrothermalis DSM 14884","t2504643006",2504643006,"GCA_000195335.1","Deinococcus-Thermus",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Oceanithermus profundus DSM 14977","t649633077",649633077,"GCA_000183745.1","Deinococcus-Thermus",1,1,1,0,0,0,1,0,1,1,1,0.456935844099944,0.109106086964182
"Meiothermus silvanus DSM 9946","t646564546",646564546,"GCA_000092125.1","Deinococcus-Thermus",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Meiothermus ruber DSM 1279","t646564545",646564545,"GCA_000024425.1","Deinococcus-Thermus",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Thermus scotoductus SA-01","t649633105",649633105,"GCA_000187005.1","Deinococcus-Thermus",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Thermus thermophilus SG0.5JP17-16","t2505679077",2505679077,"GCA_000214845.1","Deinococcus-Thermus",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Thermus oshimai JL-2","t2508501045",2508501045,"GCA_000309885.1","Deinococcus-Thermus",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Thermus sp. CCB_US3_UF1","t2511231187",2511231187,"GCA_000236585.1","Deinococcus-Thermus",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Thermus thermophilus HB8","t637000323",637000323,"GCA_000091545.1","Deinococcus-Thermus",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Deinococcus maricopensis DSM 21211","t649633034",649633034,"GCA_000186385.1","Deinococcus-Thermus",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Deinococcus peraridilitoris DSM 19664","t2509276065",2509276065,"GCA_000317835.1","Deinococcus-Thermus",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Deinococcus gobiensis I-0","t2512564069",2512564069,"GCA_000252445.1","Deinococcus-Thermus",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Deinococcus deserti VCD115","t643692020",643692020,"GCA_000020685.1","Deinococcus-Thermus",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Deinococcus radiodurans R1","t637000092",637000092,"GCA_000008565.1","Deinococcus-Thermus",1,1,1,1,0,0,1,1,1,1,0,0.269687491925533,0.109248145360743
"Deinococcus proteolyticus MRP","t649633035",649633035,"GCA_000190555.1","Deinococcus-Thermus",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Deinococcus geothermalis DSM 11300","t641228488",641228488,"GCA_000196275.1","Deinococcus-Thermus",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Truepera radiovictrix DSM 17093","t646564586",646564586,"GCA_000092425.1","Deinococcus-Thermus",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Gloeobacter violaceus PCC 7421","t637000121",637000121,"GCA_000011385.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Synechococcus sp. JA-2-3B'a(2-13)","t637000312",637000312,"GCA_000013225.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Synechococcus sp. JA-3-3Ab","t637000313",637000313,"GCA_000013205.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,0,0,1,1,0,0.248877932566838,0.0121532874299919
"Synechococcus sp. RCC307","t640427148",640427148,"GCA_000063525.1","Cyanobacteria/Melainabacteria group",1,1,1,0,1,0,0,0,1,1,0,0.377266632742823,0.0699519452057784
"Synechococcus sp. CC9311","t637000309",637000309,"GCA_000014585.1","Cyanobacteria/Melainabacteria group",1,1,1,0,1,0,1,0,1,1,0,0.313929743567012,0.0511250778949404
"Synechococcus sp. WH 7803","t640427149",640427149,"GCA_000063505.1","Cyanobacteria/Melainabacteria group",1,1,1,0,1,0,1,0,1,1,0,0.313929743567012,0.0511250778949404
"Synechococcus sp. WH 8102","t637000314",637000314,"GCA_000195975.1","Cyanobacteria/Melainabacteria group",1,1,1,0,1,0,1,0,1,1,0,0.313929743567012,0.0511250778949404
"Synechococcus sp. CC9605","t637000310",637000310,"GCA_000012625.1","Cyanobacteria/Melainabacteria group",1,1,1,0,1,0,0,0,1,1,0,0.377266632742823,0.0699519452057784
"Synechococcus sp. CC9902","t637000311",637000311,"GCA_000012505.1","Cyanobacteria/Melainabacteria group",1,1,1,0,1,0,1,0,1,1,0,0.313929743567012,0.0511250778949404
"Prochlorococcus marinus subsp. marinus str. CCMP1375","t637000213",637000213,"GCA_000007925.1","Cyanobacteria/Melainabacteria group",1,1,1,0,1,0,1,0,1,1,0,0.313929743567012,0.0511250778949404
"Prochlorococcus marinus subsp. pastoris str. CCMP1986","t637000214",637000214,"GCA_000011465.1","Cyanobacteria/Melainabacteria group",1,1,1,0,1,0,1,0,1,1,0,0.313929743567012,0.0511250778949404
"Prochlorococcus marinus str. MIT 9515","t640069324",640069324,"GCA_000015665.1","Cyanobacteria/Melainabacteria group",1,1,1,0,1,0,1,0,1,1,0,0.313929743567012,0.0511250778949404
"Prochlorococcus marinus str. MIT 9215","t640753041",640753041,"GCA_000018065.1","Cyanobacteria/Melainabacteria group",1,1,1,0,1,0,1,0,1,1,0,0.313929743567012,0.0511250778949404
"Prochlorococcus marinus str. MIT 9301","t640069322",640069322,"GCA_000015965.1","Cyanobacteria/Melainabacteria group",1,1,1,0,1,0,1,0,1,1,0,0.313929743567012,0.0511250778949404
"Prochlorococcus marinus str. AS9601","t640069321",640069321,"GCA_000015645.1","Cyanobacteria/Melainabacteria group",1,1,1,0,1,0,1,0,1,1,0,0.313929743567012,0.0511250778949404
"Prochlorococcus marinus str. MIT 9312","t637000210",637000210,"GCA_000012645.1","Cyanobacteria/Melainabacteria group",1,1,1,0,1,0,1,0,1,1,0,0.313929743567012,0.0511250778949404
"Prochlorococcus marinus str. NATL1A","t640069325",640069325,"GCA_000015685.1","Cyanobacteria/Melainabacteria group",1,1,1,0,1,0,1,0,1,1,0,0.313929743567012,0.0511250778949404
"Prochlorococcus marinus str. MIT 9303","t640069323",640069323,"GCA_000015705.1","Cyanobacteria/Melainabacteria group",1,1,1,0,1,0,1,0,1,1,0,0.313929743567012,0.0511250778949404
"Synechococcus elongatus PCC 7942","t637000308",637000308,"GCA_000012525.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Thermosynechococcus elongatus BP-1","t637000320",637000320,"GCA_000011345.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,0,0,1,1,0,0.248877932566838,0.0121532874299919
"Cyanothece sp. PCC 7425","t643348534",643348534,"GCA_000022045.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Acaryochloris marina MBIC11017","t641228474",641228474,"GCA_000018105.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,1,1,1,1,1,0.129740469203908,0.0435977554704535
"Trichodesmium erythraeum IMS101","t637000329",637000329,"GCA_000014265.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,0,0,1,1,0,0.248877932566838,0.0121532874299919
"Nostoc punctiforme PCC 73102","t642555144",642555144,"GCA_000020025.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Anabaena variabilis ATCC 29413","t646564504",646564504,"GCA_000204075.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,0,0,1,1,1,0.250407471472491,0.00831859701946769
"'Nostoc azollae' 0708","t648028001",648028001,"GCA_000196515.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,0,1,1,1,1,0.193077358379719,0.0624246227812915
"Cyanothece sp. PCC 8801","t643348535",643348535,"GCA_000021805.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,0,0,1,1,1,0.250407471472491,0.00831859701946769
